escenario,clase,for_name,loc_name,barra_for_name,P_desp_MW,Q_desp_Mvar,U_consigna_pu,modo_ctrl_av,num_unidades,outserv,ref_slack
P20,sym,G5IKM22,INCA km 22 Grupo 2,,5.737599849700928,0.0,1.0,constq,1,0,0
P20,sym,G5EMA3G1,EDM3 TG1,WEM31K,48.0,0.0,0.9480000138282776,constv,1,0,0
P20,sym,G5EMA3G2,EDM3 TG2,WEM32K,48.0,0.0,0.9480000138282776,constv,1,0,0
P20,sym,G5EMAR3V,EDM3 TV,WEM33K,48.0,0.0,1.0,constv,1,0,0
P20,sym,G4Q1SPED,Quisqueya 1 San Pedro,,16.487499237060547,0.0,1.0,constv,4,0,0
P20,sym,G4QUIS12,Quisqueya 1 Grupo 2,,17.076000213623047,0.0,1.0,constv,4,0,0
P20,sym,G4QUIS21,Quisqueya 2 Grupo 1,,17.076000213623047,0.0,1.0,constv,4,0,0
P20,sym,G4QUIS22,Quisqueya 2 Grupo 2,,17.076000213623047,0.0,1.0,constv,4,0,0
P20,sym,G4QUIS23,Quisqueya 2 Grupo 3,,11.267999649047852,0.0,1.0,constv,4,0,0
P20,sym,G5QUISQ2,Quisqueya 2 TV,,1.000000013351432e-10,0.0,1.0,constq,1,1,0
P20,sym,G4QUIS13,Quisqueya 1 Grupo 3,,17.076000213623047,0.0,1.0,constv,4,0,0
P20,sym,G5QUISQ1,Quisqueya 1 TV,,8.892000198364258,0.0,1.0,constv,1,0,0
P20,sym,G3PCATA1,Punta Catalina 1,WPCA1K,339.989990234375,164.66468811035156,1.0499999523162842,constv,1,0,1
P20,sym,G3PCATA2,Punta Catalina 2,WPCA2K,359.989990234375,174.3511199951172,1.0499999523162842,constv,1,0,0
P20,sym,G4SESTE3,Sultana del Este Grupo 3,WSES3K,1.000000013351432e-10,6.00007751816456e-11,1.0,constv,3,1,0
P20,sym,G4SESTE1,Sultana del Este Grupo 1,WSES1K,14.5,0.0,1.0,constv,3,0,0
P20,sym,G4SESTE2,Sultana del Este Grupo 2,WSES2K,1.000000013351432e-10,0.0,1.0,constv,4,1,0
P20,sym,G3CESPM3,CESPM 3,WCES3K,87.30000305175781,0.0,1.0,constv,1,0,0
P20,sym,G3CESPM2,CESPM 2,WCES2K,87.30000305175781,0.0,1.0199999809265137,constv,1,0,0
P20,sym,G3CESPM1,CESPM 1,WCES1K,87.30000305175781,0.0,1.0199999809265137,constv,1,0,0
P20,sym,G3ENE4TG,ENERGAS 4 TG,WXEN4K,40.0,0.0,1.0199999809265137,constv,1,0,0
P20,sym,G3ENE4TV,ENERGAS 4 TV,WXEV4K,1.000000013351432e-10,0.0,1.0199999809265137,constv,1,1,0
P20,sym,G3BERSAL,Bersal,,1.909999966621399,0.0,1.0,constq,4,0,0
P20,sym,G4LOPPL1,Los Orígenes Power Plant Grupo 1,WLORIK,2.130000114440918,0.0,1.0,constq,3,0,0
P20,sym,G4LOPPL2,Los Orígenes Power Plant Grupo 2,WLORIK,17.18000030517578,0.0,1.0490000247955322,constv,2,0,0
P20,sym,G3SPBIOE,San Pedro Bio-Energy,,30.0,14.529670715332031,1.0499999523162842,constv,1,0,0
P20,sym,G3CEMON2,Contra Embalse Monción 2,WCEMOK,0.75,0.36324170231819153,1.0,constq,1,0,0
P20,sym,G3CEMON1,Contra Embalse Monción 1,WCEMOK,0.75,0.36324170231819153,1.0,constq,1,0,0
P20,sym,G3MONCI2,Monción 2,WMONCK,22.309999465942383,0.0,1.0,constv,1,0,0
P20,sym,G3MONCI1,Monción 1,WMONCK,19.399999618530273,0.0,1.0,constq,1,0,0
P20,sym,G3PIMEN3,Pimentel 3,WPIM3K,8.526670455932617,0.0,1.0,constq,3,0,0
P20,sym,G3PIMEN2,Pimentel 2,,3.944999933242798,0.0,1.0,constv,4,0,0
P20,sym,G3PIMEN1,Pimentel 1,,3.055000066757202,0.0,1.0,constv,4,0,0
P20,sym,G3LANGOS,López Angostura,WLANGK,4.0,0.0,1.0,constv,1,0,0
P20,sym,G3BAIGU2,Baiguaque 2,WBAI1K,1.000000013351432e-10,3.2868412852549156e-11,1.0,constq,1,1,0
P20,sym,G3BAIGU1,Baiguaque 1,WBAI1K,0.10000000149011612,0.04843222349882126,1.0,constq,1,0,0
P20,sym,G3TAVER2,Tavera 2,WTAV2K,45.099998474121094,0.0,1.0,constq,1,0,0
P20,sym,G3TAVER1,Tavera 1,WTAV1K,1.000000013351432e-10,0.0,1.0,constv,1,1,0
P20,sym,G3SFELIG,San Felipe TG,,1.000000013351432e-10,0.0,1.0,constv,1,1,0
P20,sym,G3SFV,San Felipe Vapor,WSFEVK,1.000000013351432e-10,0.0,1.0,constv,1,1,0
P20,sym,G3PIMEN4,Pimentel 4,WXPI4K,17.55500030517578,0.0,1.0,constv,2,0,0
P20,sym,G3LTORO1,Los Toros 1,WLTO1K,1.000000013351432e-10,6.00007751816456e-11,1.0,constq,1,1,0
P20,sym,G3LTORO2,Los Toros 2,WLTO1K,1.000000013351432e-10,3.2868412852549156e-11,1.0,constq,1,1,0
P20,sym,G3NNAJAY,Nizao Najayo,WXNNAK,1.000000013351432e-10,4.843220963168804e-11,1.0,constq,1,1,0
P20,sym,G3LANONE,Los Anones,WXLANK,1.000000013351432e-10,4.843220963168804e-11,1.0,constq,1,1,0
P20,sym,G3SYEGUA,Sabana Yegua,WSYEGK,1.000000013351432e-10,0.0,1.0,constv,1,1,0
P20,sym,G3SABANE,Sabaneta,WSABAK,1.000000013351432e-10,0.0,1.0,constv,1,1,0
P20,sym,G3MAGUE2,Magueyal 2,WMAGUK,1.000000013351432e-10,4.843220963168804e-11,1.0,constq,1,1,0
P20,sym,G3MAGUE1,Magueyal 1,WMAGUK,1.000000013351432e-10,4.843220963168804e-11,1.0,constq,1,1,0
P20,sym,G3LDAMAS,Las Damas,,1.840000033378601,0.8911530375480652,1.0,constv,1,0,0
P20,sym,G3DRODR2,Domingo Rodríguez 2,WDRODL,1.000000013351432e-10,3.2868412852549156e-11,1.0,constq,1,1,0
P20,sym,G3DRODR1,Domingo Rodríguez 1,WDRODL,1.000000013351432e-10,3.2868412852549156e-11,1.0,constq,1,1,0
P20,sym,G3HTG,Haina TG,WHAIGK,1.000000013351432e-10,0.0,1.0,constq,1,1,0
P20,sym,G3VALDE2,Valdesia 2,WVAL2K,1.000000013351432e-10,0.0,1.0,constq,1,1,0
P20,sym,G3VALDE1,Valdesia 1,WVAL1K,1.000000013351432e-10,0.0,1.0,constv,1,1,0
P20,sym,G3LBARIA,Las Barías,WLBARK,1.000000013351432e-10,4.843220963168804e-11,1.0,constq,1,1,0
P20,sym,G3BCARBO,Barahona Carbón,WBCARK,50.0,0.0,1.0,constv,1,0,0
P20,sym,G3JIGUE2,Jigüey 2,WJIG2K,37.349998474121094,0.0,1.0,constv,1,0,0
P20,sym,G3JIGUE1,Jigüey 1,WJIG1K,1.000000013351432e-10,0.0,1.0,constv,1,1,0
P20,sym,G3AGUAC2,Aguacate 2,WAGU2K,27.15999984741211,0.0,1.0,constq,1,0,0
P20,sym,G3AGUAC1,Aguacate 1,WAGU1K,25.0,0.0,1.0,constq,1,0,0
P20,sym,G4MRIO3,Monte Río Grupo 2,WMRI3K,5.764510154724121,0.0,1.0199999809265137,constv,7,0,0
P20,sym,G4MRIO1,Monte Río Grupo 1,WMRI1K,7.806399822235107,0.0,1.0199999809265137,constv,6,0,0
P20,sym,G3ITABO2,Itabo 2,WITA2K,1.000000013351432e-10,0.0,1.0,constv,1,1,0
P20,sym,G3ITABO1,Itabo 1,WITA1K,120.0,0.0,1.0,constv,1,0,0
P20,sym,G3SLORE1,San Lorenzo 1,,1.000000013351432e-10,0.0,1.0,constv,1,1,0
P20,sym,G3PALOM2,Palomino 2,WPLM1K,35.0,0.0,1.0199999809265137,constv,1,0,0
P20,sym,G3PALOM1,Palomino 1,WPLM2K,1.000000013351432e-10,0.0,1.0199999809265137,constv,1,1,0
P20,sym,G4PAK262,POWERSHIP AZUA KPS26 2,WXPA2K,16.75527000427246,8.114946365356445,1.0,constv,3,0,0
P20,sym,G4PAK261,POWERSHIP AZUA KPS26 1,WXPA1K,18.164730072021484,8.797582626342773,1.0,constv,3,0,0
P20,sym,G4PAK601,POWERSHIP AZUA KPS60,WXPA3K,18.464550018310547,8.942789077758789,1.0,constv,4,0,0
P20,sym,G5PAK6TV,POWERSHIP AZUA TV,WXPA3K,1.4817999601364136,0.7176684737205505,1.0,constv,1,0,0
P20,sym,G3PALENQ,Palenque,WPAQ2K,6.0,2.9059336185455322,1.0499999523162842,constv,4,0,0
P20,sym,G4PAK561,POWERSHIP AZUA KPS56,WXPA4K,8.125,3.93511700630188,1.0,constv,8,0,0
P20,sym,G3LMINA6,Los Mina 6,WLMI6K,101.09124755859375,0.0,1.0,constv,1,0,0
P20,sym,G5AANDRV,AES Andrés TV,WAANVK,100.80999755859375,0.0,1.0,constv,1,0,0
P20,sym,G5AANDRG,AES Andrés TG,WAANGK,195.69000244140625,0.0,1.0,constv,1,0,0
P20,sym,G3METALD,METALDOM,WMETAK,9.729999542236328,0.0,0.9900000095367432,constv,4,0,0
P20,sym,G3LMINA5,Los Mina 5,WLMI5K,101.09124755859375,0.0,1.0,constv,1,0,0
P20,sym,G4EMAR21,EDM2 Grupo 1,,18.14324951171875,0.0,1.0,constq,3,0,0
P20,sym,G4EMAR22,EDM2 Grupo 2,,16.35342025756836,0.0,1.0,constq,3,0,0
P20,sym,G4EMAR23,EDM2 TV,,1.000000013351432e-10,0.0,1.0,constq,1,1,0
P20,sym,G3LMINA7,Los Mina 7,WLMI7K,108.86750030517578,52.72693634033203,1.0,constv,1,0,0
P20,sym,G4SIBA1,SIBA Grupo 1,WXSI1K,0.5699999928474426,0.27606356143951416,1.0,constv,2,0,0
P20,sym,G4SIBA2,SIBA Grupo 2,WXSI2K,16.700000762939453,8.08818244934082,1.0,constv,2,0,0
P20,sym,G4SIBA3,SIBA Grupo 3,WXSI3K,1.000000013351432e-10,0.0,1.0,constv,2,1,0
P20,sym,G4SIBA4,SIBA Grupo 4,WXSI4K,16.700000762939453,8.08818244934082,1.0,constv,2,0,0
P20,sym,G4SIBA6,SIBA Grupo 6,WXSI6K,25.0,12.108054161071777,1.0,constv,2,0,0
P20,sym,G4SIBA5,SIBA Grupo 5,WXSI5K,16.700000762939453,8.08818244934082,1.0,constv,2,0,0
P20,sym,G3PINAL2,Pinalito 2,WPIN2K,24.25,14.550185203552246,1.0490000247955322,constv,1,0,0
P20,sym,G3PINAL1,Pinalito 1,WPIN1K,1.000000013351432e-10,5.933650792933065e-11,1.0490000247955322,constv,1,1,0
P20,sym,G3RBLAN2,Río Blanco 2,WRBLCK,12.130000114440918,7.278094291687012,1.0490000247955322,constv,1,0,0
P20,sym,G3RBLAN1,Río Blanco 1,WRBLAK,1.000000013351432e-10,5.933650792933065e-11,1.0490000247955322,constv,1,1,0
P20,sym,G3RINCON,Rincón,WRINCK,1.000000013351432e-10,6.00007751816456e-11,1.0,constv,1,1,0
P20,sym,G3RJCRUZ,Rosa Julia De La Cruz,WRJCRK,1.000000013351432e-10,3.2868412852549156e-11,1.0,constq,1,1,0
P20,sym,G3ESALTO,El Salto,WESALK,1.000000013351432e-10,4.843220963168804e-11,1.0,constq,1,1,0
P20,sym,G4LVEGA1,La Vega Grupo 1,,18.42799949645996,1.4306477308273315,1.0,constq,3,0,0
P20,sym,G4LVEGA2,La Vega Grupo 2,,6.478000164031982,0.0,1.0499999523162842,constv,2,0,0
P20,sym,G3AVARG1,Aniana Vargas 1,WAVA1K,1.000000013351432e-10,3.2868412852549156e-11,1.0,constq,1,1,0
P20,sym,G3AVARG2,Aniana Vargas 2,WAVA1K,0.10000000149011612,0.0328684076666832,1.0,constq,1,0,0
P20,sym,G3JIMENO,Jimenoa,WJIMEK,5.820000171661377,0.0,1.0,constv,1,0,0
P20,sym,G3HATILL,Hatillo 1,WHATIK,7.760000228881836,2.5505905151367188,1.0,constv,1,0,0
P20,sym,G3HATIL2,Hatillo 2,,1.000000013351432e-10,6.00007751816456e-11,1.0,constq,1,1,0
P20,sym,G3BDEREC,Brazo Derecho,WBDERK,1.000000013351432e-10,4.843220963168804e-11,1.0,constv,1,1,0
P20,genstat,G3MPSOLA,Monte Plata Solar,,0.0,0.0,1.0499999523162842,constv,1,1,0
P20,genstat,G7EMAR31,SA 1 EDM3,WEM31K,1.000000013351432e-10,0.0,1.0,constq,1,1,0
P20,genstat,G7EMAR32,SA 2 EDM3,WEM32K,1.000000013351432e-10,0.0,1.0,constq,1,1,0
P20,genstat,G3PFMPAL,Mata de Palma Solar,WMPALK,0.0,0.0,1.0,constq,21,1,0
P20,genstat,G3PFMART,PF Martí,WMARTK,0.0,0.0,1.0,constq,8,1,0
P20,genstat,G3PFMARA,PF Maranatha,WMARAK,0.0,0.0,1.0,constq,2,1,0
P20,genstat,G4PFCUM4,PF Cumayasa 4,WXCU4K,0.0,0.0,1.0,constq,8,1,0
P20,genstat,G3PFCUM2,PF Cumayasa 2,WXCU2K,0.0,0.0,1.0,constq,5,1,0
P20,genstat,G3PFCUM1,PF Cumayasa 1,WXCU1K,0.0,0.0,1.0,constq,9,1,0
P20,genstat,G3ESOCO,El Soco,WXESOK,0.0,0.0,1.0,constq,11,1,0
P20,genstat,G3PFCOT1,PF Cotoperí 1,WCSO1K,0.0,0.0,1.0,constq,8,1,0
P20,genstat,G3PFCOT2,PF Cotoperí 2,WCSO2K,0.0,0.0,1.0,constq,8,1,0
P20,genstat,G3PFCOT3,PF Cotoperí 3,WCSO3K,0.0,0.0,1.0,constq,8,1,0
P20,genstat,G4PFCOA2,PF Coastal G2,WCOA2K,0.0,0.0,1.0,constq,6,1,0
P20,genstat,G4PFCOA1,PF Coastal G1,WCOA1K,0.0,0.0,1.0,constq,7,1,0
P20,genstat,G3PFSAJO,Parque Fotovoltaico SAJOMA,WXPFSK,0.0,0.0,1.0,constq,9,1,0
P20,genstat,G4PFMSO2,Monte Cristi Solar Grupo 2,,0.0,0.0,1.0,constq,12,1,0
P20,genstat,G4PFMSO1,Monte Cristi Solar Grupo 1,,0.0,0.0,1.0,constq,11,1,0
P20,genstat,G3PEACLA,Agua Clara,WACLAK,0.12399999797344208,0.0,1.0,constq,25,0,0
P20,genstat,G3PEGUAN,Guanillo,WGNLLK,0.35679998993873596,0.0,1.0,constq,25,0,0
P20,genstat,G3PELGUZ,Los Guzmancito,WLGUZK,0.11059000343084335,0.0,1.0,constq,17,0,0
P20,genstat,G3PELGU2,Los Guzmancito 2,WLGU2K,0.18614999949932098,0.0,1.0,constq,13,0,0
P20,genstat,G3PFMATR,Parque Fotovoltaico MATRISOL,WXMATK,0.0,0.0,1.0,constq,11,1,0
P20,genstat,G3PSESPE,PS Esperanza,WXPS1K,0.0,0.0,1.0,constq,18,1,0
P20,genstat,,SBX_20260708_161425_e01931_PV,,0.0,0.0,1.0,constq,1,1,0
P20,genstat,,BESS,,2.5,0.0,1.0,constq,1,0,0
P20,genstat,G3SCANOA,Solar Canoa,WSCANK,0.0,0.0,1.0,constq,8,1,0
P20,genstat,G3PFLUCI,PF Lucila,WXLUCK,0.0,0.0,1.0,constq,2,1,0
P20,genstat,G3LCOCO2,Los Cocos 2,,0.02346000075340271,3.7975775302179215e-11,1.0,constq,26,0,0
P20,genstat,G3QCABRE,Quilvio Cabrera,,0.06599999964237213,5.007656442290731e-11,1.0,constq,5,0,0
P20,genstat,G3JCOCO1,Juancho Los Cocos 1,,0.010379999876022339,7.080901143208251e-11,1.0,constq,26,0,0
P20,genstat,G3PELARI,Larimar,,0.17399999499320984,3.7975775302179215e-11,1.0,constq,15,0,0
P20,genstat,G3PELAR2,Larimar 2,,0.11714000254869461,3.7975775302179215e-11,1.0,constq,14,0,0
P20,genstat,G3PFLNEG,Parque Fotovoltaico Los Negros,WMRI2K,0.0,0.0,1.0,constq,3,1,0
P20,genstat,G3PFBAYA,Bayasol,WBAYAK,0.0,0.0,1.0,constq,13,1,0
P20,genstat,G4PSGIR1,Girasol Grupo 1,,0.0,0.0,1.0,constq,12,1,0
P20,genstat,G4PSGIR2,Girasol Grupo 2,,0.0,0.0,1.0,constq,16,1,0
P20,genstat,G3SANTAS,Santanasol,WSANTK,0.0,0.0,1.0,constq,15,1,0
P20,genstat,G3PFCALA,PF Calabaza 1,WXCA1K,0.0,0.0,1.0,constq,17,1,0
P20,genstat,G3PEMAT2,PE Matafongo 2,WMTFNK,0.07244999706745148,0.0,1.0,constq,3,0,0
P20,genstat,G3PEMATA,PE Matafongo,WMTFNK,0.027799999341368675,0.0,1.0,constq,17,0,0
P20,genstat,G3PFPER1,PF Peravia I,WPES1K,0.0,0.0,1.0,constq,12,1,0
P20,genstat,G3PFPER2,PF Peravia II,WPES2K,0.0,0.0,1.0,constq,12,1,0
P20,genstat,G6PEMINA,SA PE Los Mina,WXSALMK,1.000000013351432e-10,0.0,1.0,constq,1,0,0
P20,genstat,G6AANDRE,Sistema Almacenamiento AES Andrés,WXBAAK,1.000000013351432e-10,0.0,1.0,constq,1,0,0
P20,genstat,G3PFWCA2,PF Washington Capital 2,WXWC2K,0.0,0.0,1.0,constq,8,1,0
P20,genstat,G3PFWCA3,PF Washington Capital 3,WXWC3K,0.0,0.0,1.0,constq,8,1,0
P20,genstat,G3PFVICT,PF La Victoria,WLVICK,0.0,0.0,1.0,constq,8,1,0
P20,genstat,G3PFMIRA,Mirasol,WMIRAK,0.0,0.0,1.0,constq,17,1,0
P21,sym,G4PALAM3,Palamara Grupo 3,,1.8279000520706177,0.0,0.9900000095367432,constv,4,0,0
P21,sym,G4PALAM2,Palamara Grupo 2,,10.766400337219238,0.0,1.0,constv,2,0,0
P21,sym,G4PALAM1,Palamara Grupo 1,,10.766400337219238,0.0,0.9900000095367432,constv,4,0,0
P21,sym,G4IKM22,INCA km 22 Grupo 1,,4.331200122833252,0.0,1.0,constq,2,0,0
P21,sym,G5IKM22,INCA km 22 Grupo 2,,5.737599849700928,0.0,1.0,constq,1,0,0
P21,sym,G5EMA3G1,EDM3 TG1,WEM31K,48.0,0.0,0.9480000138282776,constv,1,0,0
P21,sym,G5EMA3G2,EDM3 TG2,WEM32K,48.0,0.0,0.9480000138282776,constv,1,0,0
P21,sym,G5EMAR3V,EDM3 TV,WEM33K,48.0,0.0,1.0,constv,1,0,0
P21,sym,G4Q1SPED,Quisqueya 1 San Pedro,,16.487499237060547,0.0,1.0,constv,4,0,0
P21,sym,G4QUIS12,Quisqueya 1 Grupo 2,,17.076000213623047,0.0,1.0,constv,4,0,0
P21,sym,G4QUIS21,Quisqueya 2 Grupo 1,,17.076000213623047,0.0,1.0,constv,4,0,0
P21,sym,G4QUIS22,Quisqueya 2 Grupo 2,,17.076000213623047,0.0,1.0,constv,4,0,0
P21,sym,G4QUIS23,Quisqueya 2 Grupo 3,,11.267999649047852,0.0,1.0,constv,4,0,0
P21,sym,G5QUISQ2,Quisqueya 2 TV,,1.000000013351432e-10,0.0,1.0,constq,1,1,0
P21,sym,G4QUIS13,Quisqueya 1 Grupo 3,,17.076000213623047,0.0,1.0,constv,4,0,0
P21,sym,G5QUISQ1,Quisqueya 1 TV,,8.892000198364258,0.0,1.0,constv,1,0,0
P21,sym,G3PCATA1,Punta Catalina 1,WPCA1K,339.989990234375,164.66468811035156,1.0499999523162842,constv,1,0,1
P21,sym,G3PCATA2,Punta Catalina 2,WPCA2K,359.989990234375,174.3511199951172,1.0499999523162842,constv,1,0,0
P21,sym,G4SESTE3,Sultana del Este Grupo 3,WSES3K,1.000000013351432e-10,6.00007751816456e-11,1.0,constv,3,1,0
P21,sym,G4SESTE1,Sultana del Este Grupo 1,WSES1K,14.5,0.0,1.0,constv,3,0,0
P21,sym,G4SESTE2,Sultana del Este Grupo 2,WSES2K,1.000000013351432e-10,0.0,1.0,constv,4,1,0
P21,sym,G3CESPM3,CESPM 3,WCES3K,87.30000305175781,0.0,1.0199999809265137,constv,1,0,0
P21,sym,G3CESPM2,CESPM 2,WCES2K,87.30000305175781,0.0,1.0199999809265137,constv,1,0,0
P21,sym,G3CESPM1,CESPM 1,WCES1K,87.30000305175781,0.0,1.0199999809265137,constv,1,0,0
P21,sym,G3ENE4TG,ENERGAS 4 TG,WXEN4K,40.0,0.0,1.0199999809265137,constv,1,0,0
P21,sym,G3ENE4TV,ENERGAS 4 TV,WXEV4K,1.000000013351432e-10,0.0,1.0199999809265137,constv,1,1,0
P21,sym,G3BERSAL,Bersal,,1.909999966621399,0.0,1.0,constq,4,0,0
P21,sym,G4LOPPL1,Los Orígenes Power Plant Grupo 1,WLORIK,2.130000114440918,0.0,1.0,constq,3,0,0
P21,sym,G4LOPPL2,Los Orígenes Power Plant Grupo 2,WLORIK,17.18000030517578,0.0,1.0490000247955322,constv,2,0,0
P21,sym,G3SPBIOE,San Pedro Bio-Energy,,30.0,14.529670715332031,1.0499999523162842,constv,1,0,0
P21,sym,G3CEMON2,Contra Embalse Monción 2,WCEMOK,0.75,0.36324170231819153,1.0,constq,1,0,0
P21,sym,G3CEMON1,Contra Embalse Monción 1,WCEMOK,0.75,0.36324170231819153,1.0,constq,1,0,0
P21,sym,G3MONCI2,Monción 2,WMONCK,22.309999465942383,0.0,1.0,constv,1,0,0
P21,sym,G3MONCI1,Monción 1,WMONCK,19.399999618530273,0.0,1.0,constq,1,0,0
P21,sym,G3PIMEN3,Pimentel 3,WPIM3K,8.526670455932617,0.0,1.0,constq,3,0,0
P21,sym,G3PIMEN2,Pimentel 2,,3.944999933242798,0.0,1.0,constv,4,0,0
P21,sym,G3PIMEN1,Pimentel 1,,3.055000066757202,0.0,1.0,constv,4,0,0
P21,sym,G3LANGOS,López Angostura,WLANGK,4.0,0.0,1.0,constv,1,0,0
P21,sym,G3BAIGU2,Baiguaque 2,WBAI1K,1.000000013351432e-10,3.2868412852549156e-11,1.0,constq,1,1,0
P21,sym,G3BAIGU1,Baiguaque 1,WBAI1K,0.10000000149011612,0.04843222349882126,1.0,constq,1,0,0
P21,sym,G3TAVER2,Tavera 2,WTAV2K,45.380001068115234,0.0,1.0,constq,1,0,0
P21,sym,G3TAVER1,Tavera 1,WTAV1K,1.000000013351432e-10,0.0,1.0,constv,1,1,0
P21,sym,G3SFELIG,San Felipe TG,,1.000000013351432e-10,0.0,1.0,constv,1,1,0
P21,sym,G3SFV,San Felipe Vapor,WSFEVK,1.000000013351432e-10,0.0,1.0,constv,1,1,0
P21,sym,G3PIMEN4,Pimentel 4,WXPI4K,17.55500030517578,0.0,1.0,constv,2,0,0
P21,sym,G3LTORO1,Los Toros 1,WLTO1K,1.000000013351432e-10,6.00007751816456e-11,1.0,constq,1,1,0
P21,sym,G3LTORO2,Los Toros 2,WLTO1K,1.000000013351432e-10,3.2868412852549156e-11,1.0,constq,1,1,0
P21,sym,G3NNAJAY,Nizao Najayo,WXNNAK,1.000000013351432e-10,4.843220963168804e-11,1.0,constq,1,1,0
P21,sym,G3LANONE,Los Anones,WXLANK,1.000000013351432e-10,4.843220963168804e-11,1.0,constq,1,1,0
P21,sym,G3SYEGUA,Sabana Yegua,WSYEGK,1.000000013351432e-10,0.0,1.0,constv,1,1,0
P21,sym,G3SABANE,Sabaneta,WSABAK,1.000000013351432e-10,0.0,1.0,constv,1,1,0
P21,sym,G3MAGUE2,Magueyal 2,WMAGUK,1.000000013351432e-10,4.843220963168804e-11,1.0,constq,1,1,0
P21,sym,G3MAGUE1,Magueyal 1,WMAGUK,1.000000013351432e-10,4.843220963168804e-11,1.0,constq,1,1,0
P21,sym,G3LDAMAS,Las Damas,,1.840000033378601,0.8911530375480652,1.0,constv,1,0,0
P21,sym,G3DRODR2,Domingo Rodríguez 2,WDRODL,1.000000013351432e-10,3.2868412852549156e-11,1.0,constq,1,1,0
P21,sym,G3DRODR1,Domingo Rodríguez 1,WDRODL,1.000000013351432e-10,3.2868412852549156e-11,1.0,constq,1,1,0
P21,sym,G3HTG,Haina TG,WHAIGK,1.000000013351432e-10,0.0,1.0,constq,1,1,0
P21,sym,G3VALDE2,Valdesia 2,WVAL2K,1.000000013351432e-10,0.0,1.0,constq,1,1,0
P21,sym,G3VALDE1,Valdesia 1,WVAL1K,1.000000013351432e-10,0.0,1.0,constv,1,1,0
P21,sym,G3LBARIA,Las Barías,WLBARK,1.000000013351432e-10,4.843220963168804e-11,1.0,constq,1,1,0
P21,sym,G3BCARBO,Barahona Carbón,WBCARK,50.0,0.0,1.0,constv,1,0,0
P21,sym,G3JIGUE2,Jigüey 2,WJIG2K,37.349998474121094,0.0,1.0,constv,1,0,0
P21,sym,G3JIGUE1,Jigüey 1,WJIG1K,32.0099983215332,0.0,1.0,constv,1,0,0
P21,sym,G3AGUAC2,Aguacate 2,WAGU2K,27.15999984741211,0.0,1.0,constq,1,0,0
P21,sym,G3AGUAC1,Aguacate 1,WAGU1K,25.0,0.0,1.0,constq,1,0,0
P21,sym,G4MRIO3,Monte Río Grupo 2,WMRI3K,5.764510154724121,0.0,1.0199999809265137,constv,7,0,0
P21,sym,G4MRIO1,Monte Río Grupo 1,WMRI1K,7.806399822235107,0.0,1.0199999809265137,constv,6,0,0
P21,sym,G3ITABO2,Itabo 2,WITA2K,1.000000013351432e-10,0.0,1.0,constv,1,1,0
P21,sym,G3ITABO1,Itabo 1,WITA1K,120.0,0.0,1.0,constv,1,0,0
P21,sym,G3SLORE1,San Lorenzo 1,,1.000000013351432e-10,0.0,1.0,constv,1,1,0
P21,sym,G3PALOM2,Palomino 2,WPLM1K,35.0,0.0,1.0199999809265137,constv,1,0,0
P21,sym,G3PALOM1,Palomino 1,WPLM2K,1.000000013351432e-10,0.0,1.0199999809265137,constv,1,1,0
P21,sym,G4PAK262,POWERSHIP AZUA KPS26 2,WXPA2K,16.75527000427246,8.114946365356445,1.0,constv,3,0,0
P21,sym,G4PAK261,POWERSHIP AZUA KPS26 1,WXPA1K,18.164730072021484,8.797582626342773,1.0,constv,3,0,0
P21,sym,G4PAK601,POWERSHIP AZUA KPS60,WXPA3K,18.464550018310547,8.942789077758789,1.0,constv,4,0,0
P21,sym,G5PAK6TV,POWERSHIP AZUA TV,WXPA3K,1.4817999601364136,0.7176684737205505,1.0,constv,1,0,0
P21,sym,G3PALENQ,Palenque,WPAQ2K,6.0,2.9059336185455322,1.0499999523162842,constv,4,0,0
P21,sym,G4PAK561,POWERSHIP AZUA KPS56,WXPA4K,8.125,3.93511700630188,1.0,constv,8,0,0
P21,sym,G3LMINA6,Los Mina 6,WLMI6K,101.09124755859375,0.0,1.0,constv,1,0,0
P21,sym,G5AANDRV,AES Andrés TV,WAANVK,100.80999755859375,0.0,1.0,constv,1,0,0
P21,sym,G5AANDRG,AES Andrés TG,WAANGK,195.69000244140625,0.0,1.0,constv,1,0,0
P21,sym,G3METALD,METALDOM,WMETAK,9.729999542236328,0.0,0.9900000095367432,constv,4,0,0
P21,sym,G3LMINA5,Los Mina 5,WLMI5K,101.09124755859375,0.0,1.0,constv,1,0,0
P21,sym,G4EMAR21,EDM2 Grupo 1,,18.14324951171875,0.0,1.0,constq,3,0,0
P21,sym,G4EMAR22,EDM2 Grupo 2,,16.116750717163086,0.0,1.0,constq,3,0,0
P21,sym,G4EMAR23,EDM2 TV,,1.000000013351432e-10,0.0,1.0,constq,1,1,0
P21,sym,G3LMINA7,Los Mina 7,WLMI7K,108.86750030517578,52.72693634033203,1.0,constv,1,0,0
P21,sym,G4SIBA1,SIBA Grupo 1,WXSI1K,0.5699999928474426,0.27606356143951416,1.0,constv,2,0,0
P21,sym,G4SIBA2,SIBA Grupo 2,WXSI2K,16.700000762939453,8.08818244934082,1.0,constv,2,0,0
P21,sym,G4SIBA3,SIBA Grupo 3,WXSI3K,1.000000013351432e-10,0.0,1.0,constv,2,1,0
